,0
5804,2.0
5805,2.0
5806,2.0
5807,2.0
5808,2.0
5809,2.0
5810,2.0
5811,2.0
5812,2.0
5813,2.0
5814,1.0
5815,1.6
5816,2.0
5817,2.0
5818,2.0
5819,2.0
5820,1.6
5821,2.0
5822,2.0
5823,2.0
5824,2.0
5825,2.0
5826,1.4
5827,2.0
5828,2.0
5829,2.0
5830,2.0
5831,2.6
5832,2.0
5833,2.0
5834,2.0
5835,2.0
5836,2.0
5837,2.0
5838,2.6
5839,2.4
5840,5.8
5841,8.4
5842,12.0
5843,19.8
5844,24.2
5845,31.0
5846,38.6
5847,45.4
5848,61.8
5849,72.2
5850,80.8
5851,87.4
5852,97.8
5853,108.6
5854,122.2
5855,130.8
5856,148.0
5857,154.4
5858,164.8
5859,176.6
5860,178.4
5861,188.0
5862,202.0
5863,218.4
5864,231.4
5865,234.8
5866,230.2
5867,220.4
5868,259.2
5869,260.2
5870,286.6
5871,273.2
5872,278.4
5873,309.8
5874,312.2
5875,318.6
5876,315.6
5877,338.8
5878,383.4
5879,343.8
5880,372.8
5881,407.6
5882,406.2
5883,422.6
5884,426.2
5885,433.4
5886,427.2
5887,463.0
5888,472.4
5889,458.4
5890,442.0
5891,445.4
5892,484.6
5893,501.2
5894,489.4
5895,467.6
5896,512.4
5897,518.8
5898,521.2
5899,525.6
5900,527.2
5901,530.4
5902,534.0
5903,536.2
5904,535.4
5905,539.8
5906,552.6
5907,530.0
5908,382.2
5909,369.6
5910,441.4
5911,451.4
5912,445.6
5913,467.8
5914,354.2
5915,481.8
5916,449.0
5917,306.0
5918,334.0
5919,342.0
5920,502.0
5921,329.2
5922,436.4
5923,393.4
5924,384.4
5925,410.0
5926,426.8
5927,396.6
5928,391.2
5929,385.6
5930,362.4
5931,353.4
5932,352.8
5933,337.4
5934,322.2
5935,310.8
5936,301.4
5937,290.6
5938,272.4
5939,261.6
5940,246.4
5941,236.8
5942,221.0
5943,171.2
5944,154.0
5945,177.2
5946,164.8
5947,166.0
5948,153.2
5949,141.2
5950,129.4
5951,118.4
5952,109.0
5953,98.4
5954,89.6
5955,81.4
5956,72.2
5957,64.8
5958,55.4
5959,46.0
5960,35.4
5961,29.8
5962,25.2
5963,20.6
5964,15.2
5965,10.4
5966,6.2
5967,2.2
5968,2.0
5969,2.0
5970,2.0
5971,1.6
5972,1.0
5973,1.6
5974,1.6
5975,2.0
5976,2.0
5977,1.2
5978,1.6
5979,1.6
5980,1.6
5981,1.4
5982,1.4
5983,1.4
5984,1.0
5985,1.8
5986,1.6
5987,1.8
5988,1.4
5989,1.6
5990,1.0
5991,1.0
5992,1.0
5993,1.0
5994,1.0
5995,1.0
5996,1.6
5997,1.0
5998,2.0
5999,2.0
6000,1.4
6001,1.4
6002,1.0
6003,1.0
6004,1.0
6005,1.0
6006,1.0
6007,1.0
6008,1.0
6009,1.8
6010,2.0
6011,1.4
6012,2.0
6013,2.0
6014,2.0
6015,2.0
6016,1.6
6017,1.8
6018,1.0
6019,1.0
6020,1.0
6021,1.0
6022,1.0
6023,1.0
6024,1.0
6025,1.0
6026,1.0
6027,1.0
6028,1.0
6029,1.0
6030,1.4
6031,1.2
6032,1.0
6033,1.4
6034,1.4
6035,1.0
6036,1.4
6037,1.0
6038,1.0
6039,1.0
6040,1.0
6041,1.0
6042,0.6
6043,0.0
6044,0.0
6045,0.0
6046,0.0
6047,0.0
6048,0.0
6049,0.0
6050,0.0
6051,0.0
6052,0.0
6053,0.0
6054,0.4
6055,1.0
6056,1.0
6057,1.0
6058,1.0
6059,1.0
6060,1.0
6061,1.0
6062,1.0
6063,1.0
6064,1.6
6065,1.4
6066,1.8
6067,1.0
6068,1.0
6069,1.0
6070,1.0
6071,1.8
6072,1.8
6073,1.4
6074,1.0
6075,1.0
6076,1.6
6077,1.0
6078,1.2
6079,1.4
6080,1.0
6081,1.0
6082,1.6
6083,1.0
6084,1.2
6085,2.0
6086,1.4
6087,1.8
6088,1.0
6089,1.0
6090,1.0
6091,1.0
6092,1.0
6093,1.0
6094,1.0
6095,1.0
6096,1.0
6097,1.0
6098,1.0
6099,1.0
6100,1.0
6101,1.0
6102,1.8
6103,1.4
6104,1.0
6105,1.0
6106,1.0
6107,1.8
6108,2.0
6109,1.8
6110,1.8
6111,1.6
6112,1.2
6113,2.0
6114,1.0
6115,1.6
6116,2.0
6117,1.2
6118,1.0
6119,1.2
6120,2.0
6121,2.0
6122,2.0
6123,2.0
6124,1.8
6125,1.0
6126,1.6
6127,1.4
6128,4.8
6129,9.0
6130,14.4
6131,20.6
6132,25.8
6133,33.2
6134,39.6
6135,47.6
6136,54.8
6137,63.4
6138,72.0
6139,82.2
6140,91.6
6141,101.6
6142,109.6
6143,118.6
6144,127.6
6145,135.6
6146,144.2
6147,154.6
6148,163.6
6149,172.2
6150,180.8
6151,191.0
6152,201.0
6153,213.4
6154,224.6
6155,237.4
6156,250.8
6157,263.6
6158,276.4
6159,286.6
6160,297.0
6161,308.2
6162,320.0
6163,332.0
6164,343.4
6165,353.0
6166,367.2
6167,378.8
6168,391.2
6169,402.6
6170,413.0
6171,421.2
6172,429.6
6173,438.4
6174,442.8
6175,452.0
6176,459.4
6177,476.0
6178,484.8
6179,488.0
6180,490.6
6181,504.4
6182,513.2
6183,517.4
6184,518.0
6185,519.8
6186,520.6
6187,528.8
6188,531.2
6189,536.6
6190,538.8
6191,538.6
6192,546.2
6193,536.2
6194,526.8
6195,516.6
6196,500.8
6197,508.4
6198,514.8
6199,508.0
6200,510.6
6201,521.0
6202,521.0
6203,516.4
6204,502.0
6205,496.4
6206,499.0
6207,497.8
6208,486.0
6209,469.2
6210,459.6
6211,455.0
6212,448.0
6213,441.0
6214,430.2
6215,416.6
6216,400.8
6217,386.4
6218,372.0
6219,356.4
6220,344.6
6221,333.0
6222,323.8
6223,312.6
6224,298.4
6225,283.6
6226,271.4
6227,257.4
6228,245.2
6229,232.6
6230,220.4
6231,207.4
6232,193.8
6233,179.8
6234,167.4
6235,156.8
6236,147.8
6237,138.0
6238,125.2
6239,117.4
6240,107.2
6241,98.6
6242,88.0
6243,79.2
6244,70.6
6245,64.8
6246,53.4
6247,44.6
6248,34.4
6249,29.4
6250,24.0
6251,19.0
6252,13.8
6253,9.2
6254,5.4
6255,2.0
6256,1.4
6257,1.2
6258,2.0
6259,1.0
6260,1.0
6261,1.8
6262,2.0
6263,1.0
6264,1.0
6265,1.0
6266,1.0
6267,1.0
6268,1.8
6269,1.0
6270,1.4
6271,2.0
6272,2.0
6273,1.6
6274,1.0
6275,1.0
6276,1.6
6277,1.0
6278,1.2
6279,1.4
6280,2.0
6281,1.4
6282,2.0
6283,2.0
6284,1.2
6285,1.0
6286,1.0
6287,1.6
6288,1.0
6289,1.0
6290,1.0
6291,1.4
6292,1.4
6293,2.0
6294,1.2
6295,1.6
6296,1.0
6297,1.0
6298,1.0
6299,1.0
6300,1.0
6301,1.0
6302,1.0
6303,1.2
6304,1.2
6305,1.0
6306,1.0
6307,1.0
6308,1.0
6309,1.0
6310,1.6
6311,1.0
6312,1.0
6313,1.0
6314,1.0
6315,1.0
6316,1.0
6317,1.6
6318,1.0
6319,1.0
6320,1.0
6321,1.0
6322,1.0
6323,1.0
6324,1.6
6325,1.0
6326,2.0
6327,1.8
6328,1.0
6329,1.0
6330,0.6
6331,0.0
6332,0.0
6333,0.0
6334,0.0
6335,0.0
6336,0.0
6337,0.0
6338,0.0
6339,0.0
6340,0.0
6341,0.0
6342,0.6
6343,1.0
6344,1.0
6345,1.0
6346,1.0
6347,1.0
6348,1.0
6349,1.6
6350,1.0
6351,1.0
6352,1.0
6353,1.0
6354,1.0
6355,1.0
6356,1.0
6357,1.0
6358,1.0
6359,1.0
6360,1.0
6361,1.0
6362,1.0
6363,1.0
6364,1.0
6365,1.0
6366,1.6
6367,1.0
6368,1.0
6369,1.0
6370,1.0
6371,1.0
6372,1.6
6373,1.0
6374,1.0
6375,1.6
6376,1.6
6377,1.8
6378,1.0
6379,1.0
6380,1.6
6381,1.0
6382,1.0
6383,1.0
6384,1.4
6385,1.2
6386,1.6
6387,1.6
6388,1.0
6389,1.0
6390,1.4
6391,1.8
6392,2.0
6393,2.0
6394,1.0
6395,1.0
6396,1.6
6397,1.0
6398,1.8
6399,2.0
6400,2.0
6401,1.4
6402,1.0
6403,1.0
6404,1.0
6405,1.0
6406,1.0
6407,1.6
6408,1.0
6409,1.0
6410,1.8
6411,1.4
6412,1.0
6413,1.6
6414,1.6
6415,1.0
6416,5.0
6417,9.2
6418,14.6
6419,20.6
6420,25.6
6421,32.0
6422,36.2
6423,41.4
6424,49.4
6425,60.2
6426,72.0
6427,82.0
6428,92.6
6429,103.0
6430,112.4
6431,119.8
6432,126.6
6433,138.4
6434,148.6
6435,156.6
6436,162.6
6437,171.2
6438,180.6
6439,191.0
6440,199.4
6441,211.2
6442,223.6
6443,234.6
6444,245.4
6445,257.4
6446,267.2
6447,281.8
6448,293.0
6449,305.8
6450,318.0
6451,329.0
6452,341.6
6453,351.2
6454,362.8
6455,373.0
6456,380.6
6457,391.2
6458,398.2
6459,409.6
6460,419.4
6461,429.4
6462,434.4
6463,443.6
6464,451.0
6465,462.0
6466,468.8
6467,475.0
6468,483.6
6469,485.2
6470,483.6
6471,491.6
6472,493.8
6473,495.8
6474,500.0
6475,506.2
6476,515.8
6477,515.4
6478,515.4
6479,506.2
6480,501.0
6481,495.6
6482,490.2
6483,505.0
6484,510.6
6485,504.4
6486,507.2
6487,504.4
6488,499.6
6489,488.6
6490,472.0
6491,468.0
6492,467.2
6493,450.8
6494,448.0
6495,453.0
6496,436.6
6497,431.2
6498,421.4
6499,405.0
6500,390.8
6501,392.4
6502,383.0
6503,375.2
6504,364.8
6505,350.8
6506,340.4
6507,338.0
6508,335.2
6509,323.4
6510,311.8
6511,302.8
6512,286.2
6513,273.2
6514,262.6
6515,250.8
6516,239.6
6517,228.0
6518,217.4
6519,203.4
6520,191.0
6521,179.8
6522,168.4
6523,155.8
6524,145.6
6525,133.8
6526,123.6
6527,112.4
6528,102.0
6529,93.2
6530,84.0
6531,76.6
6532,69.4
6533,60.0
6534,51.8
6535,40.4
6536,28.8
6537,25.0
6538,21.4
6539,17.0
6540,13.4
6541,9.0
6542,5.4
6543,2.4
6544,2.0
6545,2.2
6546,2.0
6547,2.0
6548,2.0
6549,2.0
6550,2.0
6551,2.0
6552,2.0
6553,2.0
6554,2.0
6555,2.0
6556,2.0
6557,2.0
6558,2.0
6559,1.8
6560,1.6
6561,2.0
6562,2.0
6563,2.0
6564,2.0
6565,2.0
6566,2.0
6567,2.0
6568,2.0
6569,2.0
6570,2.0
6571,2.0
6572,2.0
6573,2.0
6574,2.0
6575,2.0
6576,2.0
6577,2.0
6578,2.0
6579,2.0
6580,2.0
6581,2.0
6582,2.0
6583,2.0
6584,2.0
6585,2.0
6586,2.0
6587,2.0
6588,2.0
6589,1.6
6590,1.8
6591,2.0
6592,2.0
6593,2.0
6594,2.0
6595,2.0
6596,2.0
6597,2.0
6598,2.0
6599,2.0
6600,2.0
6601,2.0
6602,2.0
6603,2.6
6604,2.0
6605,2.0
6606,2.0
6607,2.0
6608,2.0
6609,2.0
6610,2.0
6611,2.6
6612,2.0
6613,2.0
6614,2.0
6615,2.0
6616,2.0
6617,2.0
6618,0.8
6619,0.0
6620,0.0
6621,0.0
6622,0.0
6623,0.0
6624,0.0
6625,0.0
6626,0.0
6627,0.0
6628,0.0
6629,0.0
6630,1.4
6631,2.0
6632,2.0
6633,2.0
6634,2.0
6635,2.0
6636,2.0
6637,2.0
6638,2.0
6639,2.0
6640,2.0
6641,2.0
6642,2.0
6643,2.0
6644,2.0
6645,2.0
6646,2.6
6647,2.0
6648,2.0
6649,2.0
6650,2.0
6651,2.0
6652,2.0
6653,2.0
6654,2.0
6655,2.0
6656,2.0
6657,2.0
6658,2.0
6659,2.0
6660,2.0
6661,2.4
6662,2.8
6663,2.6
6664,2.6
6665,2.0
6666,2.0
6667,2.0
6668,2.0
6669,2.0
6670,2.4
6671,2.6
6672,2.0
6673,2.0
6674,2.0
6675,2.0
6676,2.0
6677,2.0
6678,2.0
6679,2.0
6680,2.0
6681,2.0
6682,2.0
6683,2.0
6684,2.0
6685,2.0
6686,2.0
6687,2.0
6688,2.0
6689,2.0
6690,2.0
6691,2.0
6692,2.0
6693,2.0
6694,2.0
6695,2.0
6696,2.0
6697,2.0
6698,2.0
6699,2.0
6700,2.0
6701,2.0
6702,2.0
6703,2.0
6704,3.6
6705,8.0
6706,12.8
6707,18.6
6708,25.6
6709,32.6
6710,38.8
6711,46.2
6712,52.4
6713,60.4
6714,68.0
6715,76.2
6716,84.0
6717,89.8
6718,96.2
6719,102.8
6720,108.8
6721,118.6
6722,128.4
6723,138.4
6724,149.0
6725,160.6
6726,171.0
6727,180.6
6728,191.6
6729,203.2
6730,214.6
6731,224.6
6732,235.0
6733,246.4
6734,258.2
6735,269.8
6736,279.4
6737,289.0
6738,300.2
6739,311.0
6740,320.4
6741,329.8
6742,340.6
6743,351.6
6744,362.0
6745,370.8
6746,380.6
6747,392.6
6748,403.0
6749,412.0
6750,422.4
6751,429.6
6752,433.8
6753,440.6
6754,446.8
6755,454.4
6756,460.2
6757,467.4
6758,471.4
6759,476.6
6760,479.4
6761,484.0
6762,485.0
6763,488.8
6764,488.6
6765,491.2
6766,492.4
6767,492.0
6768,488.0
6769,492.2
6770,489.4
6771,490.2
6772,486.8
6773,484.4
6774,481.6
6775,387.2
6776,192.0
6777,476.0
6778,467.4
6779,461.6
6780,458.4
6781,452.0
6782,446.6
6783,443.2
6784,438.8
6785,420.6
6786,409.8
6787,398.8
6788,387.4
6789,379.4
6790,377.4
6791,364.6
6792,354.4
6793,340.4
6794,329.4
6795,321.4
6796,312.8
6797,303.8
6798,295.8
6799,287.8
6800,282.4
6801,263.8
6802,251.4
6803,243.4
6804,231.4
6805,217.8
6806,203.2
6807,190.8
6808,180.4
6809,167.8
6810,158.0
6811,149.4
6812,137.2
6813,126.4
6814,117.6
6815,107.4
6816,98.4
6817,88.0
6818,79.6
6819,71.2
6820,65.0
6821,57.8
6822,51.4
6823,39.8
6824,31.6
6825,26.8
6826,22.2
6827,18.2
6828,13.4
6829,9.2
6830,5.2
6831,2.2
6832,2.0
6833,2.0
6834,2.0
6835,2.0
6836,2.0
6837,2.0
6838,2.6
6839,2.0
6840,2.0
6841,2.0
6842,2.0
6843,2.0
6844,2.0
6845,2.0
6846,2.0
6847,2.0
6848,2.0
6849,1.6
6850,1.6
6851,1.6
6852,1.8
6853,2.0
6854,2.0
6855,2.0
6856,2.0
6857,1.6
6858,1.0
6859,1.0
6860,2.0
6861,2.0
6862,1.6
6863,1.0
6864,1.6
6865,1.0
6866,1.0
6867,1.0
6868,1.4
6869,1.4
6870,1.0
6871,1.0
6872,1.0
6873,1.0
6874,1.0
6875,1.0
6876,1.0
6877,1.0
6878,1.0
6879,1.6
6880,1.0
6881,1.0
6882,1.0
6883,1.0
6884,1.0
6885,1.0
6886,1.0
6887,1.0
6888,1.0
6889,1.0
6890,1.0
6891,1.0
6892,1.0
6893,1.0
6894,1.0
6895,1.0
6896,1.0
6897,1.0
6898,1.0
6899,1.0
6900,1.0
6901,1.0
6902,1.0
6903,1.0
6904,1.0
6905,1.0
6906,0.4
6907,0.0
6908,0.0
6909,0.0
6910,0.0
6911,0.0
6912,0.0
6913,0.0
6914,0.0
6915,0.0
6916,0.0
6917,0.0
6918,1.0
6919,1.2
6920,1.0
6921,1.0
6922,1.0
6923,1.0
6924,1.0
6925,1.4
6926,1.8
6927,1.6
6928,1.6
6929,1.4
6930,1.4
6931,1.4
6932,1.6
6933,1.6
6934,1.0
6935,1.6
6936,1.0
6937,1.8
6938,1.4
6939,1.0
6940,1.8
6941,1.4
6942,2.0
6943,1.6
6944,1.0
6945,1.0
6946,1.0
6947,1.0
6948,1.0
6949,1.0
6950,1.0
6951,1.0
6952,1.0
6953,1.0
6954,1.0
6955,1.0
6956,1.0
6957,1.2
6958,1.4
6959,2.0
6960,1.2
6961,1.6
6962,1.0
6963,1.8
6964,2.0
6965,1.4
6966,1.2
6967,2.0
6968,1.4
6969,1.8
6970,1.0
6971,1.6
6972,1.6
6973,1.0
6974,1.6
6975,1.0
6976,1.0
6977,1.0
6978,1.6
6979,1.2
6980,1.0
6981,1.0
6982,1.6
6983,1.0
6984,1.4
6985,1.4
6986,1.6
6987,1.8
6988,2.0
6989,1.8
6990,1.2
6991,1.4
6992,4.2
6993,7.8
6994,13.0
6995,18.2
6996,23.6
6997,30.2
6998,37.0
6999,43.2
7000,50.8
7001,58.6
7002,67.0
7003,75.6
7004,82.4
7005,87.6
7006,96.8
7007,104.0
7008,111.0
7009,120.8
7010,129.6
7011,138.4
7012,148.8
7013,159.0
7014,170.2
7015,180.4
7016,191.4
7017,202.6
7018,214.4
7019,224.4
7020,236.0
7021,245.4
7022,257.2
7023,267.4
7024,278.6
7025,288.8
7026,299.6
7027,309.2
7028,321.2
7029,331.8
7030,344.0
7031,353.8
7032,364.0
7033,374.8
7034,383.0
7035,393.8
7036,403.0
7037,411.6
7038,420.4
7039,429.2
7040,435.8
7041,443.0
7042,450.0
7043,456.2
7044,461.6
7045,468.4
7046,472.4
7047,471.8
7048,479.6
7049,482.8
7050,486.2
7051,488.4
7052,488.8
7053,489.8
7054,487.2
7055,488.8
7056,492.0
7057,495.2
7058,491.6
7059,487.8
7060,485.6
7061,488.0
7062,487.6
7063,484.4
7064,474.2
7065,474.2
7066,469.2
7067,454.4
7068,449.2
7069,446.2
7070,438.8
7071,437.0
7072,439.4
7073,436.6
7074,425.6
7075,412.2
7076,401.4
7077,392.0
7078,383.8
7079,381.6
7080,373.6
7081,359.6
7082,350.8
7083,341.6
7084,327.6
7085,312.4
7086,298.2
7087,288.2
7088,272.6
7089,260.6
7090,255.0
7091,247.2
7092,236.6
7093,225.4
7094,213.6
7095,202.8
7096,190.6
7097,177.8
7098,166.0
7099,152.2
7100,138.8
7101,130.2
7102,118.2
7103,108.2
7104,99.6
7105,89.0
7106,80.2
7107,71.6
7108,63.2
7109,56.0
7110,48.8
7111,39.4
7112,30.2
7113,25.2
7114,21.2
7115,16.8
7116,13.2
7117,8.4
7118,5.4
7119,2.6
7120,2.0
7121,2.0
7122,2.0
7123,2.0
7124,2.0
7125,2.0
7126,2.0
7127,2.0
7128,2.0
7129,2.0
7130,2.0
7131,1.6
7132,1.8
7133,2.0
7134,1.4
7135,2.0
7136,2.0
7137,2.0
7138,2.0
7139,2.0
7140,2.0
7141,2.0
7142,2.0
7143,2.0
7144,1.4
7145,2.0
7146,1.4
7147,1.4
7148,1.4
7149,2.0
7150,2.0
7151,2.0
7152,2.0
7153,2.0
7154,2.0
7155,2.0
7156,2.0
7157,2.0
7158,2.0
7159,2.0
7160,2.2
7161,2.2
7162,2.0
7163,2.0
7164,2.0
7165,2.0
7166,2.0
7167,1.4
7168,2.0
7169,2.0
7170,1.4
7171,2.0
7172,2.0
7173,2.0
7174,2.0
7175,1.8
7176,1.6
7177,2.0
7178,2.0
7179,2.0
7180,2.0
7181,2.0
7182,2.0
7183,2.0
7184,1.6
7185,1.2
7186,2.0
7187,2.0
7188,2.0
7189,2.0
7190,2.0
7191,2.0
7192,1.8
7193,1.6
7194,0.2
7195,0.0
7196,0.0
7197,0.0
7198,0.0
7199,0.0
7200,0.0
7201,0.0
7202,0.0
7203,0.0
7204,0.0
7205,0.0
7206,1.6
7207,2.0
7208,2.0
7209,2.0
7210,2.0
7211,2.0
7212,2.4
7213,2.4
7214,3.0
7215,2.6
7216,2.0
7217,2.4
7218,2.6
7219,2.0
7220,2.0
7221,2.0
7222,2.0
7223,1.2
7224,2.0
7225,2.0
7226,2.0
7227,2.0
7228,2.0
7229,2.0
7230,2.0
7231,2.0
7232,2.0
7233,2.0
7234,2.0
7235,2.0
7236,2.0
7237,2.0
7238,2.0
7239,2.0
7240,2.0
7241,2.0
7242,2.0
7243,2.0
7244,2.6
7245,2.4
7246,2.2
7247,2.4
7248,2.2
7249,2.0
7250,2.4
7251,2.2
7252,2.0
7253,2.0
7254,2.0
7255,2.0
7256,2.0
7257,2.0
7258,2.0
7259,3.0
7260,3.0
7261,2.6
7262,2.2
7263,2.4
7264,2.0
7265,2.0
7266,2.0
7267,2.0
7268,2.0
7269,2.6
7270,2.0
7271,2.0
7272,2.0
7273,2.6
7274,2.0
7275,2.0
7276,2.0
7277,2.0
7278,2.0
7279,2.0
7280,4.2
7281,7.8
7282,13.4
7283,18.4
7284,24.4
7285,30.4
7286,37.2
7287,42.8
7288,51.8
7289,59.4
7290,66.6
7291,76.0
7292,85.6
7293,94.4
7294,104.6
7295,113.6
7296,121.4
7297,128.0
7298,138.2
7299,146.2
7300,154.2
7301,162.4
7302,171.0
7303,180.2
7304,189.6
7305,200.6
7306,212.4
7307,223.2
7308,233.4
7309,245.0
7310,256.4
7311,269.0
7312,281.0
7313,292.2
7314,302.8
7315,313.6
7316,323.0
7317,333.2
7318,343.6
7319,357.8
7320,369.4
7321,378.0
7322,409.0
7323,418.0
7324,410.6
7325,411.0
7326,415.0
7327,425.2
7328,434.6
7329,440.0
7330,444.6
7331,449.6
7332,459.4
7333,461.8
7334,463.2
7335,472.2
7336,475.0
7337,478.2
7338,475.6
7339,483.8
7340,488.6
7341,492.0
7342,493.2
7343,491.8
7344,488.4
7345,489.0
7346,486.8
7347,487.8
7348,479.4
7349,473.4
7350,476.4
7351,471.8
7352,470.0
7353,460.4
7354,456.0
7355,454.6
7356,438.0
7357,432.6
7358,432.2
7359,435.2
7360,424.6
7361,415.6
7362,409.6
7363,404.4
7364,392.8
7365,384.4
7366,375.2
7367,362.2
7368,352.4
7369,345.8
7370,336.0
7371,326.8
7372,316.0
7373,301.8
7374,291.6
7375,276.4
7376,264.0
7377,253.0
7378,244.2
7379,231.6
7380,221.4
7381,208.2
7382,194.8
7383,185.2
7384,173.0
7385,164.2
7386,155.6
7387,144.8
7388,133.4
7389,122.6
7390,112.6
7391,105.8
7392,98.6
7393,89.4
7394,81.4
7395,72.4
7396,65.2
7397,57.2
7398,49.2
7399,38.8
7400,28.8
7401,25.0
7402,20.8
7403,16.4
7404,12.0
7405,8.2
7406,4.6
7407,2.0
7408,2.0
7409,2.0
7410,1.8
7411,2.0
7412,2.0
7413,2.0
7414,2.0
7415,2.0
7416,1.4
7417,2.0
7418,2.0
7419,1.4
7420,2.0
7421,2.0
7422,2.0
7423,1.8
7424,1.6
7425,1.0
7426,1.8
7427,1.4
7428,2.0
7429,1.8
7430,1.6
7431,1.4
7432,1.4
7433,2.0
7434,1.4
7435,1.2
7436,1.6
7437,1.0
7438,1.0
7439,1.0
7440,1.0
7441,1.0
7442,1.0
7443,1.6
7444,1.6
7445,1.0
7446,1.2
7447,1.4
7448,1.0
7449,1.0
7450,1.6
7451,1.4
7452,1.2
7453,1.0
7454,1.0
7455,1.6
7456,1.6
7457,1.8
7458,1.4
7459,2.0
7460,1.8
7461,1.0
7462,1.6
7463,1.8
7464,2.0
7465,2.0
7466,2.0
7467,2.0
7468,2.0
7469,2.0
7470,1.2
7471,1.0
7472,1.0
7473,1.0
7474,1.6
7475,1.0
7476,1.0
7477,1.0
7478,1.0
7479,1.0
7480,1.0
7481,1.0
7482,0.2
7483,0.0
7484,0.0
7485,0.0
7486,0.0
7487,0.0
7488,0.0
7489,0.0
7490,0.0
7491,0.0
7492,0.0
7493,0.0
7494,0.8
7495,1.0
7496,2.0
7497,1.8
7498,1.0
7499,1.0
7500,1.0
7501,1.0
7502,1.6
7503,1.0
7504,1.0
7505,1.6
7506,1.0
7507,1.8
7508,1.4
7509,1.0
7510,1.0
7511,1.0
7512,1.0
7513,1.0
7514,1.0
7515,1.0
7516,1.0
7517,1.4
7518,2.0
7519,2.0
7520,2.0
7521,1.8
7522,1.0
7523,1.0
7524,1.6
7525,1.2
7526,1.4
7527,2.0
7528,2.0
7529,1.4
7530,1.0
7531,1.6
7532,1.0
7533,1.4
7534,1.2
7535,1.0
7536,1.0
7537,1.0
7538,1.0
7539,1.0
7540,1.0
7541,1.2
7542,1.2
7543,1.0
7544,1.0
7545,1.0
7546,1.0
7547,1.0
7548,1.0
7549,1.0
7550,1.0
7551,1.0
7552,1.0
7553,1.0
7554,1.0
7555,1.0
7556,1.4
7557,2.0
7558,2.0
7559,2.0
7560,1.8
7561,1.0
7562,1.0
7563,1.0
7564,1.0
7565,1.0
7566,1.0
7567,1.6
7568,3.2
7569,6.8
7570,11.8
7571,17.0
7572,22.0
7573,28.6
7574,34.6
7575,40.4
7576,48.0
7577,56.2
7578,63.2
7579,72.8
7580,82.6
7581,92.0
7582,99.8
7583,109.2
7584,115.6
7585,122.8
7586,130.8
7587,140.0
7588,149.0
7589,157.0
7590,164.8
7591,174.6
7592,182.2
7593,193.8
7594,202.6
7595,215.0
7596,226.0
7597,235.6
7598,246.2
7599,260.8
7600,267.6
7601,277.0
7602,290.4
7603,300.4
7604,310.4
7605,321.2
7606,329.2
7607,339.2
7608,353.6
7609,363.4
7610,372.6
7611,381.2
7612,388.0
7613,393.4
7614,404.6
7615,411.2
7616,419.4
7617,420.6
7618,426.2
7619,426.8
7620,429.6
7621,430.4
7622,435.2
7623,440.4
7624,445.0
7625,446.4
7626,458.2
7627,462.6
7628,467.8
7629,476.6
7630,473.2
7631,472.4
7632,475.4
7633,475.4
7634,473.2
7635,472.2
7636,466.0
7637,466.4
7638,469.4
7639,467.6
7640,466.2
7641,463.0
7642,458.4
7643,449.6
7644,445.2
7645,441.6
7646,435.8
7647,424.2
7648,418.2
7649,412.2
7650,409.0
7651,401.4
7652,393.0
7653,386.6
7654,377.2
7655,367.6
7656,359.8
7657,351.2
7658,340.8
7659,330.4
7660,318.4
7661,308.0
7662,298.4
7663,285.4
7664,273.8
7665,260.4
7666,246.2
7667,237.2
7668,225.0
7669,211.8
7670,201.4
7671,194.8
7672,182.4
7673,171.0
7674,158.6
7675,146.8
7676,136.4
7677,129.8
7678,119.2
7679,109.6
7680,100.0
7681,91.6
7682,83.2
7683,72.8
7684,64.2
7685,56.4
7686,49.0
7687,37.0
7688,26.6
7689,23.4
7690,19.4
7691,15.4
7692,11.8
7693,7.8
7694,3.8
7695,2.0
7696,2.0
7697,2.0
7698,2.0
7699,2.0
7700,2.0
7701,2.0
7702,2.0
7703,2.0
7704,2.0
7705,2.0
7706,2.0
7707,2.0
7708,2.0
7709,2.0
7710,2.0
7711,2.0
7712,2.0
7713,2.0
7714,1.4
7715,2.0
7716,2.0
7717,1.4
7718,2.0
7719,2.0
7720,2.0
7721,2.0
7722,2.0
7723,1.4
7724,2.0
7725,2.0
7726,2.0
7727,2.0
7728,1.0
7729,1.8
7730,2.0
7731,1.0
7732,1.8
7733,1.4
7734,1.0
7735,1.0
7736,1.0
7737,1.8
7738,1.0
7739,1.0
7740,1.2
7741,2.0
7742,1.0
7743,1.0
7744,1.0
7745,1.0
7746,1.0
7747,1.0
7748,1.0
7749,1.0
7750,1.0
7751,1.0
7752,1.6
7753,1.0
7754,1.4
7755,1.8
7756,1.0
7757,1.0
7758,1.6
7759,1.0
7760,1.0
7761,1.4
7762,2.0
7763,2.0
7764,1.0
7765,2.0
7766,2.0
7767,2.0
7768,2.0
7769,2.0
7770,0.4
7771,0.0
7772,0.0
7773,0.0
7774,0.0
7775,0.0
7776,0.0
7777,0.0
7778,0.0
7779,0.0
7780,0.0
7781,0.0
7782,1.6
7783,2.0
7784,2.0
7785,2.0
7786,2.0
7787,2.0
7788,2.0
7789,1.0
7790,1.0
7791,1.0
7792,1.0
7793,1.0
7794,1.0
7795,1.6
7796,1.4
7797,1.2
7798,1.0
7799,1.0
7800,1.0
7801,1.0
7802,1.0
